customer_id,clv_12m,clv_tier,prob_alive,predicted_purchases_12m,frequency,monetary_value,expected_avg_value,segment,churn_risk_tier,return_probability
5119c6d7557563be3a40507a5a90d1f0,0.0,Bronze,1.0,0.006145133946371838,0.0,0.0,0.0,Mainstream Buyers,Critical,0.36818197
a2fbca2d233e0e5cbcfe95e7545bc6ec,0.0,Bronze,1.0,0.007999709361522687,0.0,0.0,0.0,Premium Buyers,High,0.4763746
ffed5d4f6245fe13cd57054621eec36a,0.0,Bronze,1.0,0.010351592343307148,0.0,0.0,0.0,Mainstream Buyers,High,0.4790072
eab17001b1d7cde27c1f1234af12d4e6,0.0,Bronze,1.0,0.011511326725340457,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8800812
cfed94ec4cc28960d319f2d11516af81,0.0,Bronze,1.0,0.014456215482290114,0.0,0.0,0.0,Mainstream Buyers,Low,0.8841255
410b9823d7bbf7f9758b5818cb434869,0.0,Bronze,1.0,0.01910079087912533,0.0,0.0,0.0,Mainstream Plus,,
79c0aec7e6a81127ed9cc488a0cbc077,0.0,Bronze,1.0,0.009146300443773969,0.0,0.0,0.0,Mainstream Plus,Critical,0.38291326
7eccd9d443f9f61f39a60c9d17910c48,0.0,Bronze,1.0,0.006153939401149532,0.0,0.0,0.0,Mainstream Buyers,High,0.44996426
3cf477126a8dd7140cba273f6f65e61b,0.0,Bronze,1.0,0.014403221109009993,0.0,0.0,0.0,Budget Buyers,Low,0.88106817
19b0b4f4d16afacf338ab479fde55ac6,0.0,Bronze,1.0,0.007895304290653505,0.0,0.0,0.0,Mainstream Plus,High,0.44597396
07d4d7c6584be1dfbea942bd0fe5b9b9,0.0,Bronze,1.0,0.010700424275488542,0.0,0.0,0.0,Premium Buyers,High,0.44494128
50bb9b23717954cb976494695b150d26,0.0,Bronze,1.0,0.0071274723917400685,0.0,0.0,0.0,Premium Buyers,High,0.57737666
babdd387394b20e5cb5c015bbfadc9d8,0.0,Bronze,1.0,0.01807017987383173,0.0,0.0,0.0,Economy Shoppers,,
a8855786ce866e5aa1bf16a510c812f4,0.0,Bronze,1.0,0.006671068900344539,0.0,0.0,0.0,Economy Shoppers,High,0.4194174
672e77494e53c15e0ff6f6469c9b1c4a,0.0,Bronze,1.0,0.012905920333697802,0.0,0.0,0.0,Mainstream Buyers,Low,0.8832236
fb4d778f6b01565f209b561c9928747b,0.0,Bronze,1.0,0.009953839078899164,0.0,0.0,0.0,Premium Buyers,High,0.4699928
31927091c573028dee0b8dff8ee57309,0.0,Bronze,1.0,0.008673809105469733,0.0,0.0,0.0,Mainstream Plus,High,0.43291697
2c2917bd12c5663dde831f0a22df9caa,3.3796838126956334,Gold,0.060005007538263794,0.03453932730785906,1.0,99.99000000000001,105.3070171898824,Budget Buyers,High,0.49814996
45dac24e563a99d886aaaa89d4940434,0.0,Bronze,1.0,0.012021443126714614,0.0,0.0,0.0,Mainstream Plus,Low,0.882785
62f0085d64cec3690ecb29ab182952d4,0.0,Bronze,1.0,0.008233359242693061,0.0,0.0,0.0,Economy Shoppers,High,0.428843
63a1a915dae7eb2dead5b9481d8d775b,0.0,Bronze,1.0,0.018522311788750075,0.0,0.0,0.0,Premium Buyers,,
e514a24b58fccb3ca7218947874f1710,0.0,Bronze,1.0,0.014953306854407884,0.0,0.0,0.0,Mainstream Buyers,Low,0.879681
4e96e84ace5bca3a2f1f8c6ccc622781,0.0,Bronze,1.0,0.016276494491533292,0.0,0.0,0.0,Economy Shoppers,Low,0.87649953
7a9f335e44390d13140297c96578a80e,0.0,Bronze,1.0,0.010325751417428513,0.0,0.0,0.0,Mainstream Plus,High,0.46078148
61fad79bfe55baa042c5fe91d8aa337f,0.0,Bronze,1.0,0.01298955301769409,0.0,0.0,0.0,Economy Shoppers,Low,0.8810874
bbc9f2a768855a2c3184259d2d8d7047,0.0,Bronze,1.0,0.008800905039794284,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.41885808
8f41cca39f1d5a5cbed373e947d79e55,0.0,Bronze,1.0,0.01278263570843464,0.0,0.0,0.0,Mainstream Plus,Low,0.8827497
517309570c755ca7336c759ad78c6919,0.0,Bronze,1.0,0.011135299958119129,0.0,0.0,0.0,Premium Buyers,Low,0.8595979
877a19ed3db8c19e44beb8c809ce2ddc,0.0,Bronze,1.0,0.00791004640860205,0.0,0.0,0.0,Mainstream Plus,High,0.52434474
cf1f153a1af8c5cdd447ea6e3616b7fe,0.0,Bronze,1.0,0.012276522015031228,0.0,0.0,0.0,Mainstream Plus,Low,0.8811969
8e49f5f31f9feb36a1a6c2aa70af719d,0.0,Bronze,1.0,0.011105140919536264,0.0,0.0,0.0,Economy Shoppers,Low,0.8853332
2128ddf650e5c73783c60d3478810402,0.0,Bronze,1.0,0.014298505398192558,0.0,0.0,0.0,Premium Buyers,Low,0.8823353
01fbee52c3fc5a8c9df089a6b48ec60e,0.0,Bronze,1.0,0.006153939401149532,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.38064066
53ef809f78767b14e4f1a711a1b13d0e,0.0,Bronze,1.0,0.006440312946506803,0.0,0.0,0.0,Mainstream Plus,High,0.43234426
3b1a260815b673185573bec5daed5853,0.0,Bronze,1.0,0.008397156990486147,0.0,0.0,0.0,Mainstream Plus,High,0.45643982
1dd775750ce8919fc542b8d1430802db,0.0,Bronze,1.0,0.008314421097500966,0.0,0.0,0.0,Mainstream Buyers,High,0.45916548
fa89c63e13c0be467dd82ddedc566260,0.0,Bronze,1.0,0.005860322921424102,0.0,0.0,0.0,Premium Buyers,High,0.40649304
4292ad887342214c93ed734b90355ce8,0.0,Bronze,1.0,0.007999709361522687,0.0,0.0,0.0,Mainstream Buyers,High,0.47326553
09fec4d70947d5f83147b9e781962e8b,0.0,Bronze,1.0,0.01655909795742336,0.0,0.0,0.0,Mainstream Plus,Low,0.89083844
bb64979ec39706aac2d6bfe15948a5c0,0.0,Bronze,1.0,0.0099063697897789,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.44144127
2d00abc66dd2095a9e9875724bf05868,0.0,Bronze,1.0,0.010869978555224213,0.0,0.0,0.0,Mainstream Buyers,High,0.43382058
b5da2b9eed5cdc1ee96bb8ae16e0e19c,0.0,Bronze,1.0,0.015186635228153176,0.0,0.0,0.0,Budget Buyers,Low,0.8803057
56e7899b07b9a515442d8855a6e049b3,0.0,Bronze,1.0,0.006964580743390572,0.0,0.0,0.0,Premium Buyers,High,0.42772603
774a3f0f568b720be35c8a92db1a5aa6,0.0,Bronze,1.0,0.009478042984456127,0.0,0.0,0.0,Budget Buyers,High,0.49194732
c1bcc51943dba97f1f522255c3d374d2,0.0,Bronze,1.0,0.01772628612408987,0.0,0.0,0.0,Mid-Tier Shoppers,,
4cd274ce8ba240b1cff6480fa9911df1,0.0,Bronze,1.0,0.008515903369891595,0.0,0.0,0.0,Economy Shoppers,High,0.43569574
4a9cae3c6e4eff37b35be82974029cda,0.0,Bronze,1.0,0.01772628612408987,0.0,0.0,0.0,Premium Buyers,,
3ecc9e555e7fea523b8bb0201cd520b8,0.0,Bronze,1.0,0.012701852001849956,0.0,0.0,0.0,Premium Buyers,Low,0.8865187
da47b8739cc4221880eda77a98215f84,0.0,Bronze,1.0,0.019303096462423168,0.0,0.0,0.0,Mainstream Buyers,,
229f50ba299b472ddb52496f761a032b,0.0,Bronze,1.0,0.007557766942012506,0.0,0.0,0.0,Mainstream Plus,High,0.5469786
882d74a40dd3c00c4bf5e3b6ba55798e,0.0,Bronze,1.0,0.01266187276548984,0.0,0.0,0.0,Mainstream Plus,Low,0.88162655
bcf0c03f03d12963583d545991870248,0.0,Bronze,1.0,0.010377570289569146,0.0,0.0,0.0,Premium Buyers,High,0.51214534
857e902240049a036702a76621f9c2f9,0.0,Bronze,1.0,0.00550816798180379,0.0,0.0,0.0,Economy Shoppers,High,0.4547102
8a48d765503bb8a8053e646e1f08b3d6,0.0,Bronze,1.0,0.008638194555405697,0.0,0.0,0.0,Premium Buyers,Critical,0.29909784
9d4314f6de130876aef05baaa020f0cd,0.0,Bronze,1.0,0.014246773121020259,0.0,0.0,0.0,Premium Buyers,Low,0.8856647
1b4fbf469a7ab0237b99420da733202e,0.0,Bronze,1.0,0.009350726844311773,0.0,0.0,0.0,Mainstream Plus,High,0.43303007
995463cc3940449ac2e89e8f9df06d10,0.0,Bronze,1.0,0.010700424275488542,0.0,0.0,0.0,Mainstream Plus,High,0.41679683
44305c726f079031aa4dec593ec9cd37,0.0,Bronze,1.0,0.00983605200508502,0.0,0.0,0.0,Mainstream Plus,High,0.42503783
4a2a55eb047e3c1aa195fb12627d11cc,0.0,Bronze,1.0,0.006189420502818224,0.0,0.0,0.0,Mainstream Buyers,Critical,0.39090693
fce55a0b30e94493f234e20d63c58411,0.0,Bronze,1.0,0.005908611360023003,0.0,0.0,0.0,Economy Shoppers,Critical,0.275579
adc505e7e2e015260f92b0b2aabc3e0f,0.0,Bronze,1.0,0.00983605200508502,0.0,0.0,0.0,Mainstream Plus,High,0.46015635
c69c846746a623c12b98b6162c3dd725,0.0,Bronze,1.0,0.010050229500686379,0.0,0.0,0.0,Premium Buyers,High,0.5362106
3771d0deabc4e42e587e579072da89fc,0.0,Bronze,1.0,0.011777483400892436,0.0,0.0,0.0,Economy Shoppers,Low,0.88302296
3760ea94d9fc7b3ecf5250afb8715418,0.0,Bronze,1.0,0.010590467008922704,0.0,0.0,0.0,Mainstream Buyers,High,0.4933961
37eeab71386686bbc66ecf73feb97e88,0.0,Bronze,1.0,0.0055364536345332465,0.0,0.0,0.0,Mid-Tier Shoppers,Critical,0.3370357
d5a5dcf7970697c1d38458beb2cb264f,0.0,Bronze,1.0,0.007010335590873426,0.0,0.0,0.0,Premium Buyers,High,0.4034465
d2f262e4f938b4fe0b5015fa24a2d7a2,0.0,Bronze,1.0,0.01900147503529297,0.0,0.0,0.0,Mid-Tier Shoppers,,
ab8fe6f7befe06ef4536fb2ed52a4c21,0.0,Bronze,1.0,0.007477981570968195,0.0,0.0,0.0,Premium Buyers,High,0.44378394
88ab1815ff5d0e5dc9078ecb786658c3,0.0,Bronze,1.0,0.006671068900344539,0.0,0.0,0.0,Mainstream Buyers,High,0.44314665
42d4a2e8a460728da550948367a9f2d9,0.0,Bronze,1.0,0.010700424275488542,0.0,0.0,0.0,Mainstream Plus,High,0.5344866
3588cd5b4c54f438e59fbdd3df100b37,0.0,Bronze,1.0,0.007694720265421481,0.0,0.0,0.0,Mainstream Plus,High,0.41642085
303f96887b473d72e34c2d0e492fa43b,0.0,Bronze,1.0,0.004684660427663069,0.0,0.0,0.0,Mainstream Buyers,Critical,0.25772065
baef940a00ba067871c199dbe8212204,0.0,Bronze,1.0,0.015068968557249077,0.0,0.0,0.0,Premium Buyers,Low,0.88707405
81a1275bcfb9293d363987cb4150d435,0.0,Bronze,1.0,0.007666921151152666,0.0,0.0,0.0,Mainstream Buyers,High,0.40803117
ad015d052809f72a00eff106b1e24901,0.0,Bronze,1.0,0.008533152725515313,0.0,0.0,0.0,Mainstream Plus,Critical,0.38074744
7d5e98a2e485f0735beee6e2d1c43e0e,12.256054029381174,Platinum,0.09548145993879399,0.0520637838965926,1.0,252.0,253.39225777332896,Mainstream Plus,Low,0.8928088
b13f6814a87e9fcc95db3980cbb7af42,0.0,Bronze,1.0,0.007530977421550868,0.0,0.0,0.0,Premium Buyers,High,0.45765752
bf3b87e64c9e80c8c5782d1dcd709ba7,0.0,Bronze,1.0,0.010377570289569146,0.0,0.0,0.0,Economy Shoppers,High,0.519138
e17f5383fc9cf03c6daadbca547bab26,0.0,Bronze,1.0,0.008515903369891595,0.0,0.0,0.0,Mainstream Plus,Critical,0.21907963
20077bfccd8f3f45b2e6e412f30a0414,0.0,Bronze,1.0,0.011846096761944373,0.0,0.0,0.0,Economy Shoppers,Low,0.8815506
f22f33d0003631afdbc7f83c4dd914d9,0.0,Bronze,1.0,0.01772628612408987,0.0,0.0,0.0,Mainstream Plus,,
2189f0dd0756c03dbfcb33d3ec290ffe,0.0,Bronze,1.0,0.008745963363700924,0.0,0.0,0.0,Budget Buyers,High,0.45087427
5327a0625ac539b7f7500ceb3fba0065,0.0,Bronze,1.0,0.006207318263881995,0.0,0.0,0.0,Premium Buyers,Critical,0.3071645
f211017372dee93377fa125ea22d3871,0.0,Bronze,1.0,0.016778444092407033,0.0,0.0,0.0,Premium Buyers,Low,0.88214916
e978df5aa1ae62d8844d55cfff14c2d6,0.0,Bronze,1.0,0.008481621166994175,0.0,0.0,0.0,Premium Buyers,High,0.4287618
69bf47236b3b6d2da24ec0a6df47e9f9,0.0,Bronze,1.0,0.017237549445938447,0.0,0.0,0.0,Mainstream Plus,,
a537aaf902d2f436eb7f44817154bb68,0.0,Bronze,1.0,0.008585339510633831,0.0,0.0,0.0,Mainstream Buyers,High,0.46395013
e71b7daec09cf1f42e8764868665e5b0,0.0,Bronze,1.0,0.011135299958119129,0.0,0.0,0.0,Mainstream Buyers,Low,0.87788296
d431edb5a506daead098ac221c568094,0.0,Bronze,1.0,0.011135299958119129,0.0,0.0,0.0,Economy Shoppers,Low,0.8889877
0fb85ae4e233e275790cba098c95c855,0.0,Bronze,1.0,0.009392765780295308,0.0,0.0,0.0,Economy Shoppers,High,0.438461
a39ead24e02b8839d883933860db7c8d,0.0,Bronze,1.0,0.008481621166994175,0.0,0.0,0.0,Premium Buyers,Critical,0.39569297
be6d0f3e10832a975bd27bac0a6e1f12,0.0,Bronze,1.0,0.009698516781043205,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.49557325
707505827f1845cab9776c719afd1362,0.0,Bronze,1.0,0.012823446261881831,0.0,0.0,0.0,Economy Shoppers,Low,0.87555754
12972b8f7cf1281794beef6967407023,0.0,Bronze,1.0,0.006345000399283647,0.0,0.0,0.0,Mainstream Buyers,High,0.45618942
b4a24540ca7eab4fe0c46d6efa6009cb,0.0,Bronze,1.0,0.018429805793627404,0.0,0.0,0.0,Mainstream Buyers,,
54fef4bb475376e95000143add7a1557,0.0,Bronze,1.0,0.012239370866351787,0.0,0.0,0.0,Mainstream Plus,Low,0.8774823
26200259c9bba6e2708558f225ce4ed6,0.0,Bronze,1.0,0.012351558003860568,0.0,0.0,0.0,Premium Buyers,Low,0.88819796
14148e8de854cb67d2c730d568af1ed2,0.0,Bronze,1.0,0.014839595169445642,0.0,0.0,0.0,Mainstream Plus,Low,0.8865677
799967dc41acc279321517694105ea40,0.0,Bronze,1.0,0.006189420502818224,0.0,0.0,0.0,Premium Buyers,Critical,0.38548434
768b1212aff7e8d5f3cdde251b172390,0.0,Bronze,1.0,0.01789633842852514,0.0,0.0,0.0,Mainstream Buyers,,
5a587c6077dc556338b6180760ef8d21,0.0,Bronze,1.0,0.006421016756172607,0.0,0.0,0.0,Mainstream Plus,High,0.40292543
c9dc6fff8500f3735822d5356bcb0e1b,0.0,Bronze,1.0,0.01700448039320335,0.0,0.0,0.0,Economy Shoppers,,
2e558dc2f2797f4ebf11a261be0abd1d,0.0,Bronze,1.0,0.005797175962582748,0.0,0.0,0.0,Economy Shoppers,Critical,0.3868208
a44a037a63d6afc0e4e241e95abc4fc0,0.0,Bronze,1.0,0.006987381230490147,0.0,0.0,0.0,Mainstream Buyers,High,0.411833
89a704082896dad4019e7621a83431f0,0.0,Bronze,1.0,0.007374262633248058,0.0,0.0,0.0,Economy Shoppers,High,0.47731382
dfe6428349699e108327e82801ff912e,0.0,Bronze,1.0,0.01900147503529297,0.0,0.0,0.0,Mainstream Plus,,
d59c07c280cd5843b2e93816baa05944,0.0,Bronze,1.0,0.012504637760821596,0.0,0.0,0.0,Mainstream Plus,Low,0.8848862
07a0f2cfb244ec5172ac0fbec747a6f2,0.0,Bronze,1.0,0.01188072592200655,0.0,0.0,0.0,Mainstream Buyers,Low,0.8818388
58e8acc1cb01e1f8f15f1413019d0457,0.0,Bronze,1.0,0.01478345398991479,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8747928
0bc0e9e36ef7cc3a227078978ea75d43,0.0,Bronze,1.0,0.007504383025834422,0.0,0.0,0.0,Economy Shoppers,Critical,0.3929099
3d611418d3317f83cc72fa55120c25a8,0.0,Bronze,1.0,0.011015697436563127,0.0,0.0,0.0,Mid-Tier Shoppers,Medium,0.62730086
4c05603dd6bd8a1afa59f2684620ffd4,0.0,Bronze,1.0,0.0093716969514216,0.0,0.0,0.0,Mainstream Plus,Critical,0.39040947
efe0a27eb62f96985e74e196a386be40,0.0,Bronze,1.0,0.008912975689553107,0.0,0.0,0.0,Economy Shoppers,Critical,0.3253307
1f09757902b8881d55a29f5380d546de,0.0,Bronze,1.0,0.010563350484421958,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.56779546
cf708bad4ed7ea3afd2d58d189fe2c6b,0.0,Bronze,1.0,0.005623112737643056,0.0,0.0,0.0,Mainstream Buyers,Critical,0.35203323
dcf9da02825b471237d9f83bd0c39fe6,1.789148381183113,Silver,0.027849162568842505,0.018307613974736056,1.0,99.8,105.12192281641448,Mainstream Buyers,High,0.473721
d498b6125c1dfef15bd1ef7758b3d442,0.0,Bronze,1.0,0.009789753553066601,0.0,0.0,0.0,Budget Buyers,High,0.44198367
93516ce404b65731cecbd93db7392d33,0.0,Bronze,1.0,0.011811683297519039,0.0,0.0,0.0,Mainstream Plus,Low,0.87985027
cf781d70e640e40bbda23421b23da094,0.0,Bronze,1.0,0.006671068900344539,0.0,0.0,0.0,Mainstream Plus,High,0.4343461
aa7aba441952b013edbf055028d6e7dd,0.0,Bronze,1.0,0.006092836863712615,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.42232543
fa4418ffe30b31c317748e51ff5171b8,0.0,Bronze,1.0,0.013380963444222146,0.0,0.0,0.0,Mainstream Plus,Low,0.885681
432ccb202f9b881f60841007ff8bb896,0.0,Bronze,1.0,0.010898793939599624,0.0,0.0,0.0,Mainstream Plus,Critical,0.39187318
e63ff59204c3f0c9b48e8cf43776abec,0.0,Bronze,1.0,0.010456337781089762,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.5170676
cebec0575369eb5d6df1ffc926584e7c,0.0,Bronze,1.0,0.007822437748419318,0.0,0.0,0.0,Premium Buyers,High,0.49723235
e504a4f515eca66917e45ec6eda6d735,0.0,Bronze,1.0,0.013074370617533852,0.0,0.0,0.0,Economy Shoppers,Low,0.87726206
93a991179d5b741e60819f8adc163df3,0.0,Bronze,1.0,0.006548600627511605,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.45407772
0145c94f89448a156864199db4c3b826,0.0,Bronze,1.0,0.006345000399283647,0.0,0.0,0.0,Mainstream Plus,High,0.40338394
3b7635130d1327ea2b273050efc450a9,0.0,Bronze,1.0,0.013074370617533852,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8781126
611f242bc215745857b56cace74282e7,0.0,Bronze,1.0,0.007387065131261135,0.0,0.0,0.0,Mainstream Plus,High,0.44038996
28c857caf2f37bb8751725b85dac2481,0.0,Bronze,1.0,0.010728292869937364,0.0,0.0,0.0,Mainstream Buyers,High,0.4211149
f7c4276a2a1197f38b8a1c037aa11711,0.0,Bronze,1.0,0.01789633842852514,0.0,0.0,0.0,Mainstream Plus,,
550200ca7a0ed2fd23b951edf86a884c,0.0,Bronze,1.0,0.009206640672122296,0.0,0.0,0.0,Premium Buyers,Critical,0.37520063
7a421bb11d92f1a08e384f216250afa8,0.0,Bronze,1.0,0.009435202522565422,0.0,0.0,0.0,Budget Buyers,High,0.42793187
4b353a0617c3d6d44a3b134843fb6414,0.0,Bronze,1.0,0.007625609053752611,0.0,0.0,0.0,Mainstream Plus,High,0.4623583
42bc73dba3fba40b50d647a428d1089f,0.0,Bronze,1.0,0.0052855614949168924,0.0,0.0,0.0,Budget Buyers,Critical,0.30009207
f4423bcba715c4b8bc0a07c0bff7977e,0.0,Bronze,1.0,0.013895838802357636,0.0,0.0,0.0,Mainstream Plus,Low,0.8891089
e32964dbb1ef9fcd089eaea349e3766a,0.0,Bronze,1.0,0.017810847220439314,0.0,0.0,0.0,Premium Buyers,,
9d1db085c2312cc76a261c2f0d153ee5,0.0,Bronze,1.0,0.01972313139730886,0.0,0.0,0.0,Mainstream Plus,,
59cf1a479d104e38587b9fe9d60febe3,0.0,Bronze,1.0,0.005781605299545731,0.0,0.0,0.0,Mainstream Buyers,High,0.40246317
5d5577005dbf8ce00f7edb417650f2b6,0.0,Bronze,1.0,0.00677677164598931,0.0,0.0,0.0,Mainstream Plus,Critical,0.3640825
6d5507371e40197f19156f69f015c9f8,0.0,Bronze,1.0,0.013380963444222146,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.88097227
a189fdcd17c49459d41f406cffb5264d,0.0,Bronze,1.0,0.010927772054760476,0.0,0.0,0.0,Mainstream Plus,High,0.42152792
ffdf82f47307e5b56f341a499bd268c6,0.0,Bronze,1.0,0.01242758950330787,0.0,0.0,0.0,Mainstream Buyers,Low,0.88701403
6ff08b63fb563391aa26bb935501c19b,0.0,Bronze,1.0,0.009812845373242124,0.0,0.0,0.0,Economy Shoppers,High,0.4829837
2eb17db1dd21795d769b6c17ff59f470,0.0,Bronze,1.0,0.014509641663445195,0.0,0.0,0.0,Premium Buyers,Low,0.87489885
09d7f60a8fdfeef225e4e5dcd447047d,0.0,Bronze,1.0,0.007285908810939092,0.0,0.0,0.0,Premium Buyers,Critical,0.33736512
e4a6b71c10472822ebb5071b89bd9937,0.0,Bronze,1.0,0.014094015021257077,0.0,0.0,0.0,Economy Shoppers,Low,0.88495034
48487a92b4fd416acf46a06f981ab31e,0.0,Bronze,1.0,0.008413909785133032,0.0,0.0,0.0,Economy Shoppers,High,0.43587333
969b6256a32b5b38af652e5a35381a1b,0.0,Bronze,1.0,0.015127547752151414,0.0,0.0,0.0,Premium Buyers,Low,0.8876384
feecad59da8b9119cc7c6c2035597783,0.0,Bronze,1.0,0.010482875406835799,0.0,0.0,0.0,Mainstream Buyers,High,0.5237462
ac71f82b7f95c8723da67b5a764ec9f7,0.0,Bronze,1.0,0.007880618888777027,0.0,0.0,0.0,Economy Shoppers,High,0.46130046
8def3efb30406813d14603306f520d99,0.0,Bronze,1.0,0.00677677164598931,0.0,0.0,0.0,Mainstream Buyers,High,0.4476872
c4ff23fb1fd220525bda9c4470402c9d,0.0,Bronze,1.0,0.008875289578178906,0.0,0.0,0.0,Mainstream Buyers,High,0.45374623
fc05c6c04fd59a8f7a6833f912276f7f,0.0,Bronze,1.0,0.01258272466393585,0.0,0.0,0.0,Premium Buyers,Low,0.8780299
5bbdcb7c7f536aeff877f51af0f02b37,0.0,Bronze,1.0,0.010198562880747306,0.0,0.0,0.0,Mainstream Plus,High,0.42565173
01aed44f9b372a8b9a40201cf7c155a3,0.0,Bronze,1.0,0.01772628612408987,0.0,0.0,0.0,Mainstream Plus,,
f7a330ac2902c08029c8d657193a1e5f,0.0,Bronze,1.0,0.01258272466393585,0.0,0.0,0.0,Mainstream Buyers,Low,0.8910816
4a72cdbfe299f4c1cb76450b1926dc1a,0.0,Bronze,1.0,0.010173520726450481,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.43938646
7a9c13db2472716010166b76727665f3,0.0,Bronze,1.0,0.012622164628651924,0.0,0.0,0.0,Mainstream Buyers,Low,0.87979394
4581c014bf50140e2b6b7f4969261b57,0.0,Bronze,1.0,0.015186635228153176,0.0,0.0,0.0,Mainstream Buyers,Low,0.8928945
7d7e1a20038b10bce939fe27b99e400f,0.0,Bronze,1.0,0.014563505380314272,0.0,0.0,0.0,Economy Shoppers,Low,0.8850649
fc289a6b8a8613e4e16ecbf0a9f2f47b,0.0,Bronze,1.0,0.011642777946272222,0.0,0.0,0.0,Mainstream Buyers,Low,0.8859708
105abb3ec467cc6585a53923bc5be40a,0.0,Bronze,1.0,0.0077793811819317354,0.0,0.0,0.0,Mainstream Plus,High,0.42105567
596ab046937142ab8dc0fb942538d9e4,0.0,Bronze,1.0,0.007374262633248058,0.0,0.0,0.0,Mainstream Plus,High,0.45452568
4843a74362dd438d2035ac91d8ab5bbe,0.0,Bronze,1.0,0.01135140219501208,0.0,0.0,0.0,Mainstream Plus,Low,0.8713618
e968c215cc5a146095be714aa34028a5,0.0,Bronze,1.0,0.008363858330256798,0.0,0.0,0.0,Budget Buyers,High,0.4306557
3c18db09bbaf1ef66e568bc610fc3e9f,0.0,Bronze,1.0,0.007969588872706625,0.0,0.0,0.0,Mainstream Plus,High,0.46576673
9470c8136f65b36188e06ba951759b7c,0.0,Bronze,1.0,0.012622164628651924,0.0,0.0,0.0,Mainstream Plus,Low,0.8806603
143352eb1597de8926f839bf52f82ea0,0.0,Bronze,1.0,0.010869978555224213,0.0,0.0,0.0,Economy Shoppers,Critical,0.3553756
93b27a628d1df2de4e1e3170346b597f,0.0,Bronze,1.0,0.009309079920140344,0.0,0.0,0.0,Mainstream Plus,High,0.45164186
09c87ec40e7dc86bfd0b79ccbcb73b67,0.0,Bronze,1.0,0.012351558003860568,0.0,0.0,0.0,Mainstream Plus,Low,0.8787432
c24638e1ff5efad8e21f689d7a1f0c6d,0.0,Bronze,1.0,0.01871058522429893,0.0,0.0,0.0,Mainstream Buyers,,
216360d7df0e08d493f369b39a5fb69a,2.683930130810033,Gold,0.06356019239576356,0.09700512005740435,1.0,22.32,29.64238567803252,Premium Buyers,,
4d4beb06959716163a97e5b3e713cea9,0.0,Bronze,1.0,0.008481621166994175,0.0,0.0,0.0,Mainstream Plus,High,0.44209382
bb3bdf949a58ff74c17d6aa4c1f94da2,0.0,Bronze,1.0,0.006702423134347559,0.0,0.0,0.0,Mainstream Plus,High,0.46430722
b14de24553a648f6c1bf49e3f61e1056,0.0,Bronze,1.0,0.009329854738345758,0.0,0.0,0.0,Mainstream Plus,High,0.44590807
9d81175f83b45c6a446a8d3dfedd1a25,0.0,Bronze,1.0,0.005892425303661141,0.0,0.0,0.0,Mainstream Plus,Critical,0.26794788
307f69409b94f1287cd478d154225cd3,0.0,Bronze,1.0,0.011709715945082792,0.0,0.0,0.0,Economy Shoppers,Low,0.8812379
2e5e192daace5791ff9fdb7cc0cc6d1c,0.0,Bronze,1.0,0.005868315039399236,0.0,0.0,0.0,Mainstream Plus,High,0.4254837
46d7b804edb0be231995da55b71e311a,0.0,Bronze,1.0,0.01890335113338456,0.0,0.0,0.0,Premium Buyers,,
c98632bdc4c3bd2066cdea237cf8f468,0.0,Bronze,1.0,0.012543549988023624,0.0,0.0,0.0,Mid-Tier Shoppers,Low,0.8845838
70c183bec9f84db4c9557658c6801ef8,0.0,Bronze,1.0,0.016416425360291927,0.0,0.0,0.0,Mainstream Buyers,Low,0.88044864
36774face3b8ee84925f7ed49dd56c42,0.0,Bronze,1.0,0.011511326725340457,0.0,0.0,0.0,Budget Buyers,Low,0.8878179
f542817b35df8c87fc0b4b4632804dc9,0.0,Bronze,1.0,0.007722728344651562,0.0,0.0,0.0,Mainstream Buyers,High,0.43893343
74dfb907a60cfa132eb67a88446eea41,0.0,Bronze,1.0,0.006489076737719888,0.0,0.0,0.0,Economy Shoppers,Critical,0.3917682
620b45ddb1e71ca6e9c2004438c2c887,0.0,Bronze,1.0,0.009766775657105016,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.44307867
d3fda06d45564b2a30b99c8a476a3921,0.0,Bronze,1.0,0.005515211795147562,0.0,0.0,0.0,Mainstream Plus,Critical,0.28868952
461396731b4ab9af0bcaf5e5778cca38,0.0,Bronze,1.0,0.008464587384270422,0.0,0.0,0.0,Budget Buyers,High,0.47286227
2b6c4b1ee772f4932d7e85d6bbc64363,0.0,Bronze,1.0,0.009564959333738746,0.0,0.0,0.0,Mid-Tier Shoppers,High,0.4651035
