customer_id,cluster,segment,spend_tier,recency_days,frequency,monetary,avg_order_value,category_diversity,avg_review_score,tenure_days,umap_x,umap_y
9fa6f4d5caad5fb2dd00719fd4dfd2a1,3,Budget Buyers,high,159,1,299.99,299.99,1,5.0,159,15.206736,11.8954935
96d08143f5ca32f2205302e4820dd450,5,Premium Buyers,mid-low,239,1,87.0,87.0,1,5.0,239,18.142933,4.400396
2b2952b3bf40dd1863ab5fc6e6100951,2,Mainstream Plus,low,213,1,24.99,24.99,1,5.0,213,4.290776,-4.7960067
7a7b07ccd2c458632d0b5fa19c5d0d94,0,Mainstream Buyers,mid-low,159,1,99.99,99.99,1,3.0,159,-1.4632779,17.370247
3e6b478fcfd7aa346af38ec71ec159ae,0,Mainstream Buyers,mid-low,185,1,120.0,120.0,1,5.0,185,5.0793104,17.777348
888d2ebe1af2a8c93c75dae5dfc23719,2,Mainstream Plus,low,523,1,16.9,16.9,1,5.0,523,-1.5709033,-5.8830724
3d34a26e48d1a4c625b3fe98ad99bf7b,4,Mid-Tier Shoppers,mid-low,458,1,119.94,119.94,1,1.0,458,-3.131287,6.8995023
153075720e8aca000c4524ca6ae5184d,3,Budget Buyers,low,66,1,22.9,22.9,1,5.0,66,18.76395,10.570797
9818bf2fbfca93ac894d14e35d9313d4,2,Mainstream Plus,low,159,1,13.49,13.49,1,5.0,159,-6.189379,0.6224558
235653dc9683328943db2e5c10db3d12,0,Mainstream Buyers,low,78,1,24.9,24.9,1,5.0,78,4.854358,18.755487
c6ee52985e660e85fb364ad8d35a26ac,1,Economy Shoppers,mid-low,118,1,129.0,129.0,1,5.0,118,14.250896,1.6553522
1e98ec6af6b00f2b6c4974181855fbf2,1,Economy Shoppers,mid-low,542,1,89.9,89.9,1,5.0,542,12.872271,-6.8070316
a9ab6416a9e21ccb7540e9e5d10f02ea,0,Mainstream Buyers,low,457,1,54.99,54.99,1,4.0,457,6.6616125,18.332205
17be158b549a978345bc5fdc895815cd,1,Economy Shoppers,mid,284,1,148.9,148.9,1,5.0,284,19.386261,-2.6140335
75c12b4d4f984ae51c153fed33e1b4eb,4,Mid-Tier Shoppers,mid-low,79,1,109.9,109.9,1,5.0,79,-0.055756863,5.3906503
f4302056f0c58570522590f8181de2c7,2,Mainstream Plus,mid-low,163,1,99.9,99.9,1,5.0,163,4.176913,-8.337747
a6fbea1bf9c455de2ba3f34d3564f5a7,2,Mainstream Plus,low,288,1,18.99,18.99,1,4.0,288,4.3963037,-4.674258
de1c64a7f4179d4216ee09d181aa2e6a,1,Economy Shoppers,high,469,1,477.62,477.62,2,2.0,469,-7.748753,8.446166
dafb5d1c281d4cf50c5383b6d9ed0ab6,0,Mainstream Buyers,low,627,1,23.9,23.9,1,5.0,627,-0.7796575,16.67924
9be5bed664fb43b1a191abd9c5b026b0,1,Economy Shoppers,low,106,1,55.9,55.9,1,5.0,106,13.019422,-5.1532073
524e35fe63be323cf7c7d761aac5d34d,5,Premium Buyers,mid-low,528,1,107.8,107.8,1,1.0,528,10.078261,7.05218
41339559e17405fd2dd66312dd70e52c,1,Economy Shoppers,high,493,1,169.0,169.0,1,5.0,493,12.2246685,-5.72143
cf352219936163a042aac91a52f507b7,4,Mid-Tier Shoppers,mid-low,178,1,101.19,101.19,1,5.0,178,-0.9858174,11.543304
47ed1ad73b7883c3fd905000b1d1f57b,0,Mainstream Buyers,low,190,1,29.9,29.9,1,5.0,190,4.788694,19.01498
1762d969fa7c868c95decf19211d08af,2,Mainstream Plus,low,210,1,79.9,79.9,1,2.0,210,4.855796,-6.119998
90bdca238ab39f1c20beebb44823f09a,1,Economy Shoppers,mid-low,144,1,104.0,104.0,1,2.0,144,19.194227,-2.3497007
757e1b315db5be21a081d9ce240ee72a,0,Mainstream Buyers,high,328,1,499.0,499.0,1,4.0,328,9.8361025,12.748213
e981a08085b8bbcbe96d89633f1c01f7,4,Mid-Tier Shoppers,high,455,1,369.9,369.9,1,3.0,455,-3.1892588,8.965944
d2fcef305c1f219490b8e37129d4ee72,5,Premium Buyers,high,158,1,214.6,214.6,1,5.0,158,10.719771,1.2797608
1393ce4aab394aadb6d9df4c59c90363,0,Mainstream Buyers,mid-low,451,1,89.99,89.99,1,5.0,451,5.7302165,12.905734
be6328621d49665921978e171a3f348a,0,Mainstream Buyers,mid-low,340,1,110.99,110.99,1,5.0,340,17.605986,16.761381
258c52543b8045fe23644c47a645c9fb,0,Mainstream Buyers,mid-low,740,1,119.99,119.99,1,5.0,740,8.788854,13.377545
cb786b63e7d9a15fd5cca45785ce1347,1,Economy Shoppers,low,369,1,75.78,75.78,1,5.0,369,23.073158,9.945239
9ef432eb6251297304e76186b10a928d,4,Mid-Tier Shoppers,low,381,1,29.99,29.99,1,4.0,381,-0.13958913,12.375103
9133fb73714e995e2a4426ea1753c3fd,1,Economy Shoppers,low,565,1,25.9,25.9,1,5.0,565,18.543795,-3.032674
0971df83869ecd83b4282f773573bff3,4,Mid-Tier Shoppers,mid-low,130,1,110.0,110.0,1,1.0,130,-5.134436,12.727254
5c39546ec48df2747323d3356a6c4720,1,Economy Shoppers,low,91,1,48.9,48.9,1,5.0,91,13.073191,-4.6494727
a0c4b356a906e7401fabe51d2727bc35,0,Mainstream Buyers,mid,314,1,142.6,142.6,1,1.0,314,8.675799,9.782742
930df39c8a9d948a43f77b0fcec43814,4,Mid-Tier Shoppers,low,501,1,33.0,33.0,1,4.0,501,-4.5593834,12.884342
81b9ba290aa678e3b563af21d7b93b20,2,Mainstream Plus,high,274,1,189.0,189.0,1,5.0,274,-0.7217227,-0.59346867
b45ef5a4dd1e77011397f8a96bf60f07,0,Mainstream Buyers,mid-low,74,1,110.32,110.32,1,5.0,74,-1.5872511,17.697989
09d2d62001804e7ae2af3c29b13cb36c,2,Mainstream Plus,mid,176,1,145.9,145.9,1,5.0,176,4.4023075,-8.107207
8275d796d34ee8410db22bcdb29ab461,1,Economy Shoppers,low,479,1,30.0,30.0,1,5.0,479,12.342138,-5.146375
10c91c2f8ca8aa4c02286033c86da784,3,Budget Buyers,low,221,1,49.0,49.0,1,1.0,221,9.538104,8.426512
802f8835a5af80d7e12568078f24ce18,5,Premium Buyers,low,113,1,73.0,73.0,1,5.0,113,18.156494,4.528251
334cf9305f5115f1c21a78347ddb8008,2,Mainstream Plus,low,74,1,22.2,22.2,1,4.0,74,-6.1774406,0.6806768
7457bd68c902744a9025aefae5833373,0,Mainstream Buyers,low,393,1,45.9,45.9,1,5.0,393,12.841281,17.016071
9a26bc2f56790acd34d1ac7bd666fb56,0,Mainstream Buyers,low,318,1,23.99,23.99,1,2.0,318,5.660924,17.701159
73b8f4f44c9029041b2b0d1e8f2a1360,2,Mainstream Plus,low,549,1,19.99,19.99,1,5.0,549,5.296048,-4.4516296
f68cfaf4a6855d3b1f631852dfd2b2e5,4,Mid-Tier Shoppers,high,395,1,364.0,364.0,1,5.0,395,-0.6897725,5.6612887
980847fe0ca85c2ea11845f1b1635a15,0,Mainstream Buyers,high,117,1,279.0,279.0,1,3.0,117,17.778677,16.93968
4937c7e96833e9f634ed8ca35c03eda2,0,Mainstream Buyers,low,320,1,55.0,55.0,1,5.0,320,-5.0233912,12.654674
4ee0a72b930299554e3075347735147e,4,Mid-Tier Shoppers,low,85,1,32.0,32.0,1,4.0,85,-0.70657563,12.556835
d52be8e3821283b0592f231cb6285b92,2,Mainstream Plus,mid-low,623,1,99.0,99.0,1,5.0,623,0.18019699,0.6206098
f5596c5e0f2741d56e462d9737cb8972,0,Mainstream Buyers,low,299,1,14.9,14.9,1,5.0,299,17.453669,16.436111
06a36e2121cd25bcaeaa79ff09974ce7,2,Mainstream Plus,low,497,1,29.99,29.99,1,4.0,497,5.2029986,-4.7195244
9ef0a3bfdd0307c3f1e11e12316732d3,3,Budget Buyers,low,401,1,79.8,79.8,1,5.0,401,17.422846,12.478624
8c174f294d5d854841d958eda33f9235,2,Mainstream Plus,low,179,1,35.0,35.0,1,3.0,179,-2.1790893,-6.988054
fa02a9d0399654a2a97b861ec8ef7897,2,Mainstream Plus,mid-low,265,1,104.49,104.49,1,5.0,265,-0.92481107,-0.9138133
148058a31cfe793e8ec06bd886364af8,4,Mid-Tier Shoppers,high,581,1,174.9,174.9,1,5.0,581,-3.0343337,8.901947
37b6e5bed4770b564221465801f4f5f7,1,Economy Shoppers,mid-low,486,1,89.9,89.9,1,1.0,486,13.342488,-6.026304
3b005155a176bb1701edcf9f258e97e4,2,Mainstream Plus,high,465,1,219.54,219.54,1,4.0,465,5.059837,-7.663264
fdfc6249ca397559e4e9530c0fef9cd3,0,Mainstream Buyers,low,591,1,79.8,79.8,1,5.0,591,9.628244,12.917157
53e10cb176c40df632c8250f2f3e5880,5,Premium Buyers,high,77,1,297.0,297.0,1,5.0,77,16.2148,6.7975903
5511dd149c4585a6552aa75a1dd6ac8c,0,Mainstream Buyers,low,636,1,45.89,45.89,1,4.0,636,13.73132,16.779839
cd221c459fa9d5158875cdda1b67f2bc,4,Mid-Tier Shoppers,low,318,1,45.0,45.0,1,1.0,318,-0.2691881,12.163987
2716c83697c166617d8844a4bcde50e3,5,Premium Buyers,mid-low,138,1,99.0,99.0,1,5.0,138,10.676456,1.2089198
8dae20a3591f5f9a7776506eeb4052f1,5,Premium Buyers,low,190,1,25.99,25.99,1,5.0,190,17.209435,3.776127
c3efc16af56a84e93d5f2356aec092ec,2,Mainstream Plus,low,265,1,23.99,23.99,1,3.0,265,4.461537,-5.036535
cab4cad0f7657576558c907ad8e307fd,5,Premium Buyers,low,327,1,19.0,19.0,1,3.0,327,10.077849,7.065505
c8d8df677303b51ceb3ebd595969502b,0,Mainstream Buyers,low,518,1,19.9,19.9,1,5.0,518,5.8950934,17.195248
eace6dd8a0f090e33030802dece9184d,0,Mainstream Buyers,mid,65,1,139.0,139.0,1,5.0,65,11.967531,17.229542
c348e5bd22ca24a447a221536c71d8b3,0,Mainstream Buyers,high,192,1,199.99,199.99,1,5.0,192,6.302696,19.323763
3ccf34d50a0b0879b38987657cd3b561,2,Mainstream Plus,mid-low,213,1,122.99,122.99,1,5.0,213,4.8291388,-6.9435544
29cb846f9e90a86f6f32533d41280833,1,Economy Shoppers,low,410,1,18.0,18.0,1,5.0,410,18.314367,-2.5421207
b607e077c8906af72c47a8554a26bc05,5,Premium Buyers,mid-low,473,1,129.99,129.99,1,1.0,473,10.108707,7.084436
2010587cb06df66a241fa29a40cdf9ab,0,Mainstream Buyers,high,446,1,189.0,189.0,1,4.0,446,17.395933,16.94776
2e8a717f1328396791b375f2d401def0,4,Mid-Tier Shoppers,low,308,1,32.0,32.0,1,5.0,308,-0.29698896,12.532946
1e0cf6a24bb919d69e632aba60a69ead,1,Economy Shoppers,high,622,1,379.0,379.0,1,5.0,622,12.524416,-6.01518
1b7500033ab2ef2a6e9a8e9b9aa3d660,3,Budget Buyers,low,252,1,49.9,49.9,1,2.0,252,9.007035,8.467624
caa73ab2b4679f1525c5d8281a7efe2d,4,Mid-Tier Shoppers,low,61,1,44.99,44.99,1,1.0,61,-5.094909,4.936924
d91337c4d268a8a9f17bef015ce9af3d,5,Premium Buyers,low,429,1,48.9,48.9,1,5.0,429,15.868388,7.696973
8d5c6965b3461f79bdbe90e8cd67407f,2,Mainstream Plus,low,429,1,65.0,65.0,1,5.0,429,-0.42766687,0.21536218
ecfa3f58947d84b3346a3634b233a259,1,Economy Shoppers,mid-low,99,1,94.95,94.95,1,4.0,99,11.985659,-5.8158197
8846f3bf9edb9b9abd019336b3b8d3a7,5,Premium Buyers,low,314,1,28.7,28.7,1,4.0,314,16.344997,7.755543
264b1a5854f238bf3424eb75a27d7d66,1,Economy Shoppers,low,175,1,38.99,38.99,1,5.0,175,12.175324,-6.432438
d63781bc2b6553205f2670580b30f9aa,5,Premium Buyers,high,426,1,155.0,155.0,1,5.0,426,18.569101,3.7070193
98661b627038780e9e655a56ebc23dc6,2,Mainstream Plus,mid-low,741,1,128.9,128.9,1,5.0,741,5.9483376,0.09702425
4cd9e0172b581ae5abbe2812df386e57,4,Mid-Tier Shoppers,mid,276,1,146.99,146.99,1,3.0,276,4.5661902,5.3759313
47e3a2dc9ad4a1a3e07f89ec91a82170,0,Mainstream Buyers,low,313,1,39.9,39.9,1,5.0,313,17.53466,16.53315
7162b072ae82b7b6161abea798d5909b,3,Budget Buyers,mid-low,163,1,119.99,119.99,1,1.0,163,17.78264,11.029
ab15621e1aa4e4c1377e5c789abaa84f,0,Mainstream Buyers,low,202,1,34.9,34.9,1,4.0,202,12.615531,16.762264
91ef15a60f302d55d0f2867836abca9c,2,Mainstream Plus,mid-low,496,1,99.0,99.0,1,4.0,496,-0.2938679,0.33731312
7be38949be81f033f2b4bdbebcffa33e,3,Budget Buyers,low,171,1,24.99,24.99,1,4.0,171,17.373367,12.863039
0aae2862f8eac77f10a34f44860720ac,3,Budget Buyers,low,574,1,29.98,29.98,1,4.0,574,18.434467,11.28419
264484a3add4c4f5ae9c05e21bfa6466,5,Premium Buyers,low,103,1,48.6,48.6,1,5.0,103,10.649737,0.6137365
219ac6264d4fc0182ce6773440355b6e,4,Mid-Tier Shoppers,mid-low,523,1,89.5,89.5,1,5.0,523,4.822227,4.7769737
f825769d284f18c195a406aefba84bde,1,Economy Shoppers,mid-low,188,1,109.0,109.0,1,5.0,188,14.752269,-5.37381
8a40e7b0b692d67297e200e598a4a6b0,0,Mainstream Buyers,mid-low,336,1,89.99,89.99,1,5.0,336,5.2770386,17.129637
24236d77a4ff02fc9acd751fd9f2ea3d,0,Mainstream Buyers,low,423,1,27.8,27.8,1,5.0,423,13.084243,16.668247
3b10a8f8297080ec4f0600315eab4ec8,4,Mid-Tier Shoppers,high,204,1,235.4,235.4,1,5.0,204,-0.27073163,5.6315813
9d9fc80cdedb63de913387b502bee19b,2,Mainstream Plus,mid-low,401,1,95.0,95.0,1,5.0,401,4.7927704,-7.461556
ebd5be4611773d33c22df823b634d225,1,Economy Shoppers,high,467,1,205.0,205.0,1,5.0,467,19.042154,-3.0700376
3e6ee83b129d8611fe4e39d47b18d8c6,3,Budget Buyers,low,279,1,13.7,13.7,1,5.0,279,19.037779,10.810313
a988956c7348d95b201fe559d3bbb3d3,1,Economy Shoppers,mid-low,416,1,119.99,119.99,1,5.0,416,12.602616,-6.8423347
0f092210b2b77d0766cb6f537321de78,5,Premium Buyers,low,196,1,64.9,64.9,1,5.0,196,12.2451725,7.198029
394c4558e06b0c9e8d6673e0d1c75d62,1,Economy Shoppers,low,541,1,32.9,32.9,1,3.0,541,12.695501,-5.4533257
bc70e8fd63f5af6fc034171eb6dd238d,4,Mid-Tier Shoppers,mid-low,157,1,117.4,117.4,1,5.0,157,5.1240454,7.7577987
5e274e7a0c3809e14aba7ad5aae0d407,2,Mainstream Plus,low,336,1,19.9,19.9,1,3.0,336,4.3411007,-5.9409165
0916ccfc0748fba303c17f71caa2e34b,0,Mainstream Buyers,low,196,1,78.8,78.8,1,5.0,196,12.814386,18.167141
492275f120fd0402e55df89dafa24276,2,Mainstream Plus,low,328,1,19.99,19.99,1,4.0,328,4.4571114,-4.6000247
f476fe54d688e5e018ed94d537d7c5fc,0,Mainstream Buyers,low,631,1,57.8,57.8,1,4.0,631,13.766027,16.674185
e67409d790aaa70b825c55579f844de1,2,Mainstream Plus,low,175,1,29.99,29.99,1,5.0,175,3.974023,-4.721694
97c905bbb48e654d4c54d35f094337b5,2,Mainstream Plus,high,90,1,203.9,203.9,2,1.0,90,-9.593863,7.18235
2264bfe104fae1c05829148aabac2f81,2,Mainstream Plus,low,400,1,12.99,12.99,1,5.0,400,4.965418,-4.824903
372067e51008ef283bfd879a312c473d,2,Mainstream Plus,mid-low,80,1,114.99,114.99,1,3.0,80,-0.6377383,-1.0173951
595db1a58f8b33d7c1358fc3d894c1a4,2,Mainstream Plus,mid-low,559,1,99.9,99.9,1,4.0,559,-0.037104696,0.5700024
9d9e86f105e656addd887968baf094fa,2,Mainstream Plus,mid-low,526,1,85.9,85.9,1,5.0,526,-0.044867318,0.4730846
83118e93b969419946159bf8520873ef,0,Mainstream Buyers,mid-low,55,1,88.0,88.0,1,3.0,55,5.7009788,19.165476
139d5ffd92108182976063d0d8aca45c,0,Mainstream Buyers,low,80,1,20.9,20.9,1,1.0,80,5.047643,18.19113
68401f5c05de1fc6006bf56f4bd3b5a6,2,Mainstream Plus,low,217,1,74.7,74.7,1,3.0,217,-0.3514239,-0.5157157
2be96fca21c76342a10ba5db9b69cede,1,Economy Shoppers,low,468,1,79.99,79.99,1,5.0,468,14.002158,-6.4248185
24320b3ed965c9a77e450cde53f24390,2,Mainstream Plus,low,217,1,15.49,15.49,1,5.0,217,0.51477516,-1.172353
7004621c5c13e35086dc0e1f0a4bb19f,2,Mainstream Plus,mid-low,422,1,113.0,113.0,1,5.0,422,-0.60974056,0.11712304
d26369eedad84bda287c3a7c457c2190,4,Mid-Tier Shoppers,high,175,1,299.99,299.99,1,3.0,175,3.783535,10.472284
2fc48ea267ef127da7bb3bd9d34be2ee,5,Premium Buyers,low,503,1,8.99,8.99,1,5.0,503,17.231127,3.1581173
02989a5bf256c6a23900bb011fa0f919,5,Premium Buyers,high,281,1,249.9,249.9,1,1.0,281,16.032982,7.283003
32df5b33f0b3abf4b75988b73732701a,0,Mainstream Buyers,high,311,1,159.99,159.99,1,5.0,311,6.5425725,18.9406
240a00b1c5327fa57b61ecedb0f49395,0,Mainstream Buyers,high,352,1,189.15,189.15,1,5.0,352,9.835524,12.780341
6d699e3ab0fd90fffb3d1379d937de77,4,Mid-Tier Shoppers,high,447,1,339.0,339.0,1,5.0,447,-0.81754977,5.7438745
5d21dcd0e87b4db10fb132bfc21620bb,2,Mainstream Plus,low,384,1,49.9,49.9,1,5.0,384,-0.2827301,-0.22936003
8f43a31cc6a96929674bd1e06da4d3a5,5,Premium Buyers,low,420,1,39.8,39.8,1,5.0,420,17.346092,3.2993016
2b37acd5f8df4d3e14df1c3d75b8884d,0,Mainstream Buyers,mid-low,321,1,99.98,99.98,1,4.0,321,5.700978,18.374914
f0657244a858139dd9142b062d8903af,0,Mainstream Buyers,low,108,1,50.0,50.0,1,5.0,108,12.195839,16.858667
56add768549d86b62ee58bdc77832ea0,2,Mainstream Plus,low,323,1,59.98,59.98,1,5.0,323,4.1951017,-6.8496428
950dfc01056942c9da37e17fe1ab71e1,5,Premium Buyers,mid-low,520,1,99.0,99.0,1,5.0,520,18.37015,3.0391355
3d8cfa48830149a95028f6dc880e13eb,0,Mainstream Buyers,low,172,1,66.99,66.99,1,4.0,172,-1.4741719,17.458849
2569c9cdd69b64dabbe2ce31fdcb1d9b,1,Economy Shoppers,low,80,1,51.45,51.45,1,5.0,80,12.9352255,-4.404715
18c2d8bb51c5fc01a37073a887c8b63f,2,Mainstream Plus,high,367,1,239.99,239.99,1,5.0,367,5.132395,-7.780958
9468602db2950cb719a810885cc9773e,5,Premium Buyers,high,110,1,199.0,199.0,1,1.0,110,10.896413,1.1425864
f6b4c6a33d8851dfbfbb35517fa7d6d7,2,Mainstream Plus,low,575,1,34.99,34.99,1,5.0,575,5.389411,-4.652077
1052b949c000efee96083e5b24bd7a60,2,Mainstream Plus,low,160,1,19.9,19.9,1,5.0,160,0.43907765,-1.3092971
50cb9d021d1b098d40d98fc0ae2d3bc9,4,Mid-Tier Shoppers,low,569,1,22.0,22.0,1,5.0,569,-1.2686144,4.610764
d2bdc208cc30305a66f5b03a3392c9bb,2,Mainstream Plus,low,452,1,49.0,49.0,1,5.0,452,-1.8695077,-6.004107
1adf41d17328d220e50a354e6ca2be6a,4,Mid-Tier Shoppers,high,262,1,345.5,345.5,1,5.0,262,-0.30253953,11.301951
eae093d656d27d5bd3805671206eaf8a,1,Economy Shoppers,low,301,1,59.99,59.99,1,4.0,301,12.392625,-6.47673
5eef8c5a24bd948fac341c6ebe3ce41e,1,Economy Shoppers,mid,257,1,138.0,138.0,1,3.0,257,19.124075,-2.5265698
6c1521328c187bc1606678a7dcfa955f,3,Budget Buyers,low,327,1,21.9,21.9,1,5.0,327,14.851104,11.049161
471084a5a72b0eebf59b306a9a125643,2,Mainstream Plus,low,430,1,49.0,49.0,1,5.0,430,4.310078,-6.7163754
673f9007d15b360bf5b259a7dd9057c7,0,Mainstream Buyers,high,514,1,449.0,449.0,1,4.0,514,6.0039816,12.674445
b75c55b5ed02d1023d89f72242c24fb9,4,Mid-Tier Shoppers,high,366,1,316.0,316.0,1,5.0,366,3.9038706,10.595653
c57a20841f0336a275242ccdd9325c79,2,Mainstream Plus,low,323,1,22.49,22.49,1,5.0,323,4.2831926,-6.0306177
71240d22dc6a214da602809d7040ae16,2,Mainstream Plus,high,457,1,189.99,189.99,1,4.0,457,4.9280643,-7.2861037
9636300545e4304a7c005b8a60e3985f,2,Mainstream Plus,low,56,1,65.4,65.4,1,5.0,56,-0.1853532,-1.4145899
7abd77b51deeabe8ad9fb72b41459570,2,Mainstream Plus,mid-low,328,1,113.9,113.9,1,1.0,328,2.3820918,8.227059
efa0549f99676dc8a796ae6a73a4236d,2,Mainstream Plus,low,192,1,54.99,54.99,1,5.0,192,5.9186573,1.4443046
ae9b787cdaa48607cbbe32d3899f5368,0,Mainstream Buyers,low,267,1,29.9,29.9,1,4.0,267,4.9909754,18.519667
5630d1e56c15300cc61665fc9b5d8239,0,Mainstream Buyers,high,106,1,299.08,299.08,1,4.0,106,6.710132,19.404722
48c7a67e456b520e7f307887187458f4,2,Mainstream Plus,high,494,1,157.99,157.99,1,4.0,494,-2.7073987,-6.6517467
e83678b18eeb52b82fcff5e21d12cf6d,1,Economy Shoppers,mid-low,143,1,84.9,84.9,1,5.0,143,14.7165,-5.292391
44e72442594c70bfe12611fb1684ff79,2,Mainstream Plus,high,304,1,179.0,179.0,1,5.0,304,6.4666677,2.9522712
fb67b1f519b9850cc4f21452d9e5a586,2,Mainstream Plus,low,217,1,34.49,34.49,1,5.0,217,-0.009540898,-0.9448437
ff00aea6569bfcb8e1fecf3f0b0fbd1f,2,Mainstream Plus,low,287,1,43.9,43.9,1,5.0,287,-0.1705208,-0.70182276
ccdb06d85ada20c9de4363bfc9816108,5,Premium Buyers,mid,136,1,135.0,135.0,1,5.0,136,19.015253,3.6012776
dc30494a7cc1b61f81bb79af9447b4de,5,Premium Buyers,mid-low,239,1,95.2,95.2,1,4.0,239,17.666653,4.770137
25c6b9cdce83cd1359c01f00b9b239be,4,Mid-Tier Shoppers,low,228,1,72.9,72.9,1,1.0,228,5.3550305,7.942211
2e42d02be69c165df14baad9a1222f1f,2,Mainstream Plus,high,128,1,799.9,799.9,1,1.0,128,3.0519018,6.9452167
927439c5ea8bffaae7b072e1550ccb87,5,Premium Buyers,high,194,1,169.83,169.83,1,4.0,194,20.428907,7.671171
78d701f6ac80664a4b015c40495f8dd3,5,Premium Buyers,low,430,1,19.9,19.9,1,4.0,430,17.346975,3.1494987
0dbb188dd63b9205f0f61bdf16619f4a,1,Economy Shoppers,high,178,1,159.9,159.9,1,5.0,178,14.768379,-5.3148503
3a41290b6441f80d71976201a0ad614c,2,Mainstream Plus,mid-low,192,1,129.9,129.9,1,5.0,192,-1.0439621,-0.5805303
de73b3e049462be84b0eca4d8d288221,4,Mid-Tier Shoppers,mid-low,69,1,95.28,95.28,1,5.0,69,-0.10268069,4.73229
b0763465f38496accca2bc069ce6ef4d,5,Premium Buyers,low,379,1,78.9,78.9,1,5.0,379,22.357431,10.934153
52b3da34f204c7de2c9ee201e1491664,3,Budget Buyers,low,327,1,29.9,29.9,1,5.0,327,15.026508,12.0116415
9f3ba5021e7a34b5e5eb9dc0dbf866a1,5,Premium Buyers,high,259,1,174.79,174.79,1,2.0,259,18.926788,4.032121
ba4313262d731a83d0277b1d920a4639,1,Economy Shoppers,mid-low,156,1,129.89,129.89,1,1.0,156,13.107712,-5.6801834
66f3cdf21a684771cc01fc141d5b0546,2,Mainstream Plus,mid-low,151,1,119.9,119.9,1,5.0,151,5.86067,3.4364486
24f8c8bdc4c0d2f09fab6429e2d10ca5,1,Economy Shoppers,mid-low,112,1,119.8,119.8,1,1.0,112,13.503291,-5.4310465
2fb9b13fc8a42cc45676f92144996ab3,2,Mainstream Plus,high,289,1,279.96,279.96,1,1.0,289,4.905713,-6.821732
8efabbe97625deeeb73ff7986462c072,2,Mainstream Plus,mid-low,216,1,129.9,129.9,1,5.0,216,-0.9031217,-0.74135125
25cda56270516cd7d1e124054b7aa365,2,Mainstream Plus,low,210,1,45.0,45.0,1,1.0,210,2.540331,7.934015
e259b368ebf6062dc1356964312b69c4,0,Mainstream Buyers,low,442,1,68.9,68.9,1,5.0,442,13.037215,16.927696
a95a013cc034f54bc1b6481e412ff482,1,Economy Shoppers,low,611,1,69.9,69.9,1,3.0,611,13.339982,-6.5140452
3680a273ddb333253fa2edc7d3f8a3f2,5,Premium Buyers,mid-low,157,1,90.0,90.0,1,5.0,157,17.475708,4.790663
cbf080b962ac028e6a6ee3ad5419ff05,0,Mainstream Buyers,low,165,1,69.9,69.9,1,5.0,165,-1.5409356,17.548244
1f12e0cb311968524fae60d08bc8c265,1,Economy Shoppers,high,140,1,189.9,189.9,1,5.0,140,14.809706,-5.4695024
54dd8cd0f421dae2d107f605c5e8f7fe,4,Mid-Tier Shoppers,low,157,1,55.0,55.0,1,3.0,157,-3.353171,7.520631
7becbba5a47b3e5b4c9d09bd956f4d4f,0,Mainstream Buyers,high,213,1,914.65,914.65,1,5.0,213,6.83201,19.067625
feef2d3e0adf31da426b071891551813,1,Economy Shoppers,high,607,1,384.9,384.9,1,5.0,607,22.24471,0.7367719
41ce2a54c0b03bf3443c3d931a367089,1,Economy Shoppers,high,71,1,159.9,159.9,1,5.0,71,11.708452,-4.9012017
281544d276e137e94ed0250eaec7756c,1,Economy Shoppers,mid-low,461,1,89.9,89.9,1,1.0,461,13.327306,-5.896211
40c48f5937d17b1b12b53503e9c06836,2,Mainstream Plus,mid-low,221,1,110.9,110.9,1,5.0,221,-2.3906894,-6.3014364
cf0b26e3090443f40ddbeea9ff6924c5,0,Mainstream Buyers,mid-low,164,1,106.0,106.0,1,5.0,164,5.9221044,19.628216
b842dcd92f09219e896d81600248508b,0,Mainstream Buyers,low,226,1,60.99,60.99,1,3.0,226,8.633639,9.772311
e706aa7bdd060ec98070629c83fe6817,1,Economy Shoppers,low,398,1,25.0,25.0,1,5.0,398,13.157547,-4.8126307
683fb9798e710428ce7304acbd9bbcaf,0,Mainstream Buyers,high,211,1,1054.0,1054.0,1,5.0,211,6.801447,19.003588
d1e1e6357ad88f9f2849304c44884cf0,3,Budget Buyers,high,307,1,155.0,155.0,1,2.0,307,15.3638525,13.914328
f25bd233d365ab0119f6bf5f397a955e,5,Premium Buyers,mid-low,276,1,95.0,95.0,1,5.0,276,18.116537,4.281066
f660f1eb95ba1b9b20451d71725efc67,1,Economy Shoppers,low,437,1,59.9,59.9,1,4.0,437,12.3787775,-5.261797
b6607d072053280d29eaad974debf575,0,Mainstream Buyers,mid-low,529,1,99.0,99.0,1,5.0,529,6.9359546,12.280205
74395fb4810519fdb972dab7d83b97d2,2,Mainstream Plus,low,581,1,29.0,29.0,1,4.0,581,4.6195183,-6.0995855
f7954af5e24649465e35d45fda3af4bc,2,Mainstream Plus,low,309,1,79.9,79.9,1,5.0,309,5.8782597,1.3558007
dbddac608b5206746031a5b32d8fb469,0,Mainstream Buyers,mid-low,528,1,100.0,100.0,1,5.0,528,6.6560855,17.901194
3e64eb3cfdeb0c9cb5fb497e7afdd9f6,0,Mainstream Buyers,mid-low,352,1,89.9,89.9,1,1.0,352,13.013865,17.21936
88b0bac2d79ffc97560b013de0f97f4e,1,Economy Shoppers,low,72,1,28.99,28.99,1,3.0,72,9.609258,4.5011315
